Date,Channel,Campaign Name,Campaign Type,Region,Device,Impressions,Clicks,Conversions,Cost,Revenue
2025-11-03,Google Ads,Google Ads - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,1977,50,0,67.89,0.0
2025-09-12,Instagram,Instagram - Lead Generation - No,Lead Generation,North America,Desktop,1222,10,0,13.41,0.0
2025-07-12,Email,Email - Brand Awareness - No,Brand Awareness,North America,Mobile,864,15,0,-5.76,0.0
2025-02-05,LinkedIn,LinkedIn - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,797,5,0,26.89,0.0
2025-08-20,Instagram,Instagram - Retargeting - Eu,Retargeting,Europe,Tablet,1178,10,0,12.62,0.0
2025-06-04,Google Ads,Google Ads - Retargeting - Eu,Retargeting,Europe,Desktop,2336,70,4,179.01,536.44
2025-04-21,Facebook,Facebook - Conversion - No,Conversion,North America,Mobile,1535,21,0,25.56,0.0
2025-04-01,Google Ads,Google Ads - Retargeting - As,Retargeting,Asia Pacific,Desktop,2345,51,1,159.07,83.86
2025-02-25,Google Ads,Google Ads - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,1554,43,1,90.31,176.68
2025-04-06,LinkedIn,LinkedIn - Lead Generation - Eu,Lead Generation,Europe,Desktop,1024,9,0,37.45,0.0
2025-11-10,Google Ads,Google Ads - Conversion - As,Conversion,Asia Pacific,Mobile,1459,35,0,46.04,0.0
2025-09-20,Instagram,Instagram - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,1174,11,0,19.76,0.0
2025-03-10,Google Ads,Google Ads - Retargeting - As,Retargeting,Asia Pacific,Desktop,1357,30,1,57.08,188.17
2025-08-10,Facebook,Facebook - Conversion - LA,Conversion,LATAM,Mobile,2130,36,0,61.09,0.0
2025-05-22,Facebook,Facebook - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,2571,42,0,23.02,0.0
2025-10-06,Instagram,Instagram - Retargeting - As,Retargeting,Asia Pacific,Mobile,1277,17,0,11.41,0.0
2025-02-03,Facebook,Facebook - Lead Generation - Eu,Lead Generation,Europe,Tablet,2464,29,0,40.23,0.0
2025-12-30,Instagram,Instagram - Conversion - Eu,Conversion,Europe,Desktop,762,8,0,1.62,0.0
2025-08-07,Instagram,Instagram - Conversion - Eu,Conversion,Europe,Mobile,866,9,0,10.36,0.0
2025-11-07,Google Ads,Google Ads - Brand Awareness - LA,Brand Awareness,LATAM,Desktop,1552,37,0,56.09,0.0
2025-04-02,Instagram,Instagram - Conversion - As,Conversion,Asia Pacific,Tablet,684,8,0,3.64,0.0
2026-01-04,Email,Email - Retargeting - No,Retargeting,North America,Mobile,922,22,0,-8.89,0.0
2025-08-10,Facebook,Facebook - Brand Awareness - No,Brand Awareness,North America,Tablet,2650,36,0,21.7,0.0
2025-04-27,Google Ads,Google Ads - Conversion - Eu,Conversion,Europe,Desktop,2673,77,1,154.87,172.91
2025-09-14,Google Ads,Google Ads - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,1825,43,0,82.05,0.0
2025-06-29,Google Ads,Google Ads - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,1732,60,1,119.71,130.42
2025-02-14,Google Ads,Google Ads - Retargeting - Eu,Retargeting,Europe,Mobile,2673,84,3,133.59,399.35
2025-09-26,Google Ads,Google Ads - Lead Generation - LA,Lead Generation,LATAM,Mobile,1912,34,0,69.17,0.0
2025-06-11,Instagram,Instagram - Conversion - As,Conversion,Asia Pacific,Desktop,666,9,0,16.84,0.0
2025-02-01,YouTube,YouTube - Retargeting - LA,Retargeting,LATAM,Desktop,531,3,0,2.99,0.0
2025-01-06,Facebook,Facebook - Lead Generation - No,Lead Generation,North America,Mobile,2543,39,0,64.15,0.0
2025-01-22,Google Ads,Google Ads - Lead Generation - Eu,Lead Generation,Europe,Mobile,2076,61,1,133.41,171.06
2025-11-20,Facebook,Facebook - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,2233,31,0,89.92,0.0
2025-09-11,LinkedIn,LinkedIn - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,334,2,0,9.14,0.0
2025-06-17,Facebook,Facebook - Brand Awareness - No,Brand Awareness,North America,Tablet,1515,22,0,27.86,0.0
2025-09-27,Instagram,Instagram - Lead Generation - Eu,Lead Generation,Europe,Mobile,1117,11,0,12.31,0.0
2025-04-24,Email,Email - Conversion - LA,Conversion,LATAM,Desktop,939,34,0,-8.16,0.0
2025-02-05,Google Ads,Google Ads - Conversion - No,Conversion,North America,Desktop,2176,69,1,136.56,99.54
2025-12-03,Instagram,Instagram - Conversion - Eu,Conversion,Europe,Mobile,854,7,0,12.67,0.0
2025-05-28,Facebook,Facebook - Lead Generation - LA,Lead Generation,LATAM,Desktop,3491,36,0,29.09,0.0
2025-06-09,Google Ads,Google Ads - Lead Generation - Eu,Lead Generation,Europe,Desktop,1527,39,1,84.54,139.11
2025-03-16,Instagram,Instagram - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,541,8,0,5.5,0.0
2025-12-31,Facebook,Facebook - Retargeting - LA,Retargeting,LATAM,Mobile,2054,35,1,71.4,145.76
2025-01-23,Facebook,Facebook - Retargeting - No,Retargeting,North America,Mobile,3555,41,2,64.89,325.71
2025-04-14,Facebook,Facebook - Retargeting - As,Retargeting,Asia Pacific,Mobile,1375,19,1,26.04,103.14
2025-08-23,Instagram,Instagram - Brand Awareness - Eu,Brand Awareness,Europe,Desktop,567,7,0,13.22,0.0
2025-01-23,YouTube,YouTube - Lead Generation - LA,Lead Generation,LATAM,Mobile,1313,7,0,-0.18,0.0
2025-07-25,Facebook,Facebook - Brand Awareness - Eu,Brand Awareness,Europe,Desktop,2057,17,0,13.06,0.0
2025-07-07,Instagram,Instagram - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,1231,19,0,10.45,0.0
2025-10-27,LinkedIn,LinkedIn - Retargeting - Eu,Retargeting,Europe,Desktop,1519,13,0,55.67,0.0
2025-10-17,Facebook,Facebook - Brand Awareness - No,Brand Awareness,North America,Mobile,2556,50,0,70.88,0.0
2025-09-10,YouTube,YouTube - Conversion - As,Conversion,Asia Pacific,Desktop,1578,8,0,0.75,0.0
2025-05-28,Instagram,Instagram - Conversion - As,Conversion,Asia Pacific,Tablet,589,6,0,10.47,0.0
2025-11-18,LinkedIn,LinkedIn - Retargeting - LA,Retargeting,LATAM,Desktop,1112,11,0,52.01,0.0
2025-07-25,Instagram,Instagram - Brand Awareness - No,Brand Awareness,North America,Desktop,966,9,0,10.14,0.0
2025-08-28,Google Ads,Google Ads - Lead Generation - No,Lead Generation,North America,Desktop,1339,22,0,48.29,0.0
2025-02-02,Google Ads,Google Ads - Lead Generation - LA,Lead Generation,LATAM,Mobile,1758,48,0,60.65,0.0
2025-11-29,YouTube,YouTube - Retargeting - No,Retargeting,North America,Mobile,1077,3,0,1.32,0.0
2025-06-07,LinkedIn,LinkedIn - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,436,3,0,11.22,0.0
2025-09-18,Facebook,Facebook - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,1974,25,0,36.25,0.0
2025-10-18,Instagram,Instagram - Conversion - LA,Conversion,LATAM,Mobile,938,13,0,18.67,0.0
2025-08-06,Email,Email - Retargeting - Eu,Retargeting,Europe,Mobile,905,29,1,0.18,143.16
2025-12-28,Instagram,Instagram - Conversion - As,Conversion,Asia Pacific,Tablet,651,7,0,9.59,0.0
2025-11-02,Facebook,Facebook - Retargeting - No,Retargeting,North America,Mobile,1452,18,1,23.57,143.79
2025-09-30,Google Ads,Google Ads - Retargeting - As,Retargeting,Asia Pacific,Mobile,1481,42,2,75.88,251.18
2025-09-03,Facebook,Facebook - Lead Generation - Eu,Lead Generation,Europe,Mobile,1538,23,0,40.72,0.0
2025-11-09,Facebook,Facebook - Brand Awareness - No,Brand Awareness,North America,Desktop,1477,22,0,38.73,0.0
2025-01-08,YouTube,YouTube - Conversion - LA,Conversion,LATAM,Mobile,604,2,0,1.32,0.0
2025-10-04,Google Ads,Google Ads - Conversion - Eu,Conversion,Europe,Mobile,1196,24,0,39.25,0.0
2025-12-11,Google Ads,Google Ads - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,2145,67,1,136.78,164.2
2025-05-26,Email,Email - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,499,19,0,8.11,0.0
2025-06-29,Facebook,Facebook - Retargeting - As,Retargeting,Asia Pacific,Mobile,462,4,0,5.83,0.0
2025-08-29,Email,Email - Retargeting - Eu,Retargeting,Europe,Mobile,1156,35,1,5.6,233.46
2025-02-19,Instagram,Instagram - Lead Generation - As,Lead Generation,Asia Pacific,Tablet,1238,14,0,12.63,0.0
2025-08-19,Email,Email - Lead Generation - LA,Lead Generation,LATAM,Mobile,1231,40,0,15.86,0.0
2025-02-14,YouTube,YouTube - Brand Awareness - LA,Brand Awareness,LATAM,Desktop,546,1,0,-0.06,0.0
2025-01-14,YouTube,YouTube - Conversion - LA,Conversion,LATAM,Desktop,806,4,0,6.47,0.0
2025-05-13,Google Ads,Google Ads - Conversion - As,Conversion,Asia Pacific,Mobile,2615,53,0,77.85,0.0
2025-01-10,Google Ads,Google Ads - Conversion - LA,Conversion,LATAM,Mobile,2143,59,1,140.3,135.08
2025-12-24,Google Ads,Google Ads - Conversion - As,Conversion,Asia Pacific,Mobile,2488,53,0,153.62,0.0
2025-08-13,LinkedIn,LinkedIn - Retargeting - As,Retargeting,Asia Pacific,Tablet,1169,8,0,31.71,0.0
2025-03-14,Google Ads,Google Ads - Brand Awareness - Eu,Brand Awareness,Europe,Mobile,2599,61,1,143.43,191.11
2025-11-04,Google Ads,Google Ads - Retargeting - LA,Retargeting,LATAM,Desktop,2015,49,2,73.77,345.03
2025-02-13,Google Ads,Google Ads - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,1770,39,0,64.94,0.0
2025-03-23,Facebook,Facebook - Conversion - LA,Conversion,LATAM,Mobile,2230,31,0,50.43,0.0
2025-07-23,Google Ads,Google Ads - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,1623,29,0,66.04,0.0
2025-06-06,Email,Email - Retargeting - LA,Retargeting,LATAM,Mobile,1196,27,1,18.06,186.56
2025-05-30,Google Ads,Google Ads - Lead Generation - Eu,Lead Generation,Europe,Desktop,1515,36,0,63.3,0.0
2025-12-22,LinkedIn,LinkedIn - Conversion - No,Conversion,North America,Desktop,1260,13,0,57.47,0.0
2025-09-03,LinkedIn,LinkedIn - Lead Generation - LA,Lead Generation,LATAM,Desktop,981,7,0,36.56,0.0
2025-07-27,Email,Email - Brand Awareness - No,Brand Awareness,North America,Tablet,1247,31,0,-7.38,0.0
2025-07-12,LinkedIn,LinkedIn - Lead Generation - LA,Lead Generation,LATAM,Mobile,1244,7,0,39.6,0.0
2025-08-26,Instagram,Instagram - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,1133,9,0,15.17,0.0
2025-04-15,Instagram,Instagram - Lead Generation - No,Lead Generation,North America,Desktop,250,3,0,4.03,0.0
2025-05-20,Instagram,Instagram - Retargeting - No,Retargeting,North America,Desktop,591,10,0,14.06,0.0
2025-03-05,LinkedIn,LinkedIn - Retargeting - As,Retargeting,Asia Pacific,Desktop,1055,10,0,46.14,0.0
2025-10-31,YouTube,YouTube - Conversion - No,Conversion,North America,Mobile,825,4,0,-1.08,0.0
2025-03-10,Google Ads,Google Ads - Conversion - As,Conversion,Asia Pacific,Mobile,3228,77,1,121.21,178.98
2025-12-23,Facebook,Facebook - Retargeting - LA,Retargeting,LATAM,Desktop,1538,21,1,12.68,90.07
2025-09-01,Google Ads,Google Ads - Retargeting - LA,Retargeting,LATAM,Mobile,1170,34,1,58.11,122.23
2025-10-30,Google Ads,Google Ads - Retargeting - LA,Retargeting,LATAM,Desktop,1424,27,1,51.53,115.04
2025-02-10,LinkedIn,LinkedIn - Retargeting - As,Retargeting,Asia Pacific,Tablet,1441,10,0,44.84,0.0
2025-08-01,LinkedIn,LinkedIn - Lead Generation - Eu,Lead Generation,Europe,Mobile,859,7,0,30.17,0.0
2025-05-18,Google Ads,Google Ads - Lead Generation - Eu,Lead Generation,Europe,Mobile,1720,70,1,117.53,153.96
2025-05-27,Facebook,Facebook - Brand Awareness - LA,Brand Awareness,LATAM,Desktop,1854,33,0,38.5,0.0
2025-01-23,Google Ads,Google Ads - Retargeting - LA,Retargeting,LATAM,Mobile,2181,61,3,134.84,435.74
2025-11-13,YouTube,YouTube - Retargeting - LA,Retargeting,LATAM,Mobile,1301,7,0,-2.54,0.0
2025-11-08,Google Ads,Google Ads - Retargeting - Eu,Retargeting,Europe,Mobile,1831,60,2,100.49,342.78
2026-01-04,YouTube,YouTube - Retargeting - As,Retargeting,Asia Pacific,Mobile,47,0,0,0.0,0.0
2025-04-11,Google Ads,Google Ads - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,2930,77,1,173.14,164.85
2025-05-24,Instagram,Instagram - Conversion - Eu,Conversion,Europe,Mobile,662,8,0,13.63,0.0
2025-03-06,Email,Email - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,1338,61,1,-1.86,150.28
2025-08-22,Instagram,Instagram - Brand Awareness - No,Brand Awareness,North America,Desktop,674,5,0,9.69,0.0
2025-11-10,Facebook,Facebook - Conversion - LA,Conversion,LATAM,Desktop,1859,26,0,34.4,0.0
2025-11-14,Google Ads,Google Ads - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,2564,61,1,47.06,148.26
2025-12-02,Instagram,Instagram - Retargeting - Eu,Retargeting,Europe,Mobile,1039,12,0,13.77,0.0
2025-02-22,Google Ads,Google Ads - Conversion - As,Conversion,Asia Pacific,Tablet,2000,30,0,55.66,0.0
2025-09-12,LinkedIn,LinkedIn - Conversion - LA,Conversion,LATAM,Mobile,842,8,0,27.5,0.0
2025-05-25,Google Ads,Google Ads - Retargeting - As,Retargeting,Asia Pacific,Desktop,2427,67,3,127.64,377.27
2025-03-02,Facebook,Facebook - Retargeting - Eu,Retargeting,Europe,Mobile,2288,27,1,33.42,133.25
2025-08-17,Google Ads,Google Ads - Brand Awareness - No,Brand Awareness,North America,Desktop,3064,79,1,170.65,146.83
2025-04-30,Facebook,Facebook - Lead Generation - No,Lead Generation,North America,Desktop,1759,17,0,18.67,0.0
2025-12-17,Google Ads,Google Ads - Retargeting - As,Retargeting,Asia Pacific,Mobile,2062,52,2,142.16,299.44
2025-07-30,Instagram,Instagram - Retargeting - As,Retargeting,Asia Pacific,Mobile,832,7,0,5.21,0.0
2025-03-16,Google Ads,Google Ads - Retargeting - As,Retargeting,Asia Pacific,Mobile,1617,46,1,140.19,161.45
2025-05-12,YouTube,YouTube - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,1347,7,0,4.0,0.0
2025-07-09,Google Ads,Google Ads - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,2080,59,0,104.48,0.0
2025-01-15,YouTube,YouTube - Lead Generation - No,Lead Generation,North America,Desktop,1102,6,0,2.38,0.0
2025-04-03,Facebook,Facebook - Retargeting - LA,Retargeting,LATAM,Desktop,1185,21,1,40.63,129.89
2025-06-24,Facebook,Facebook - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,1505,30,0,51.94,0.0
2025-10-10,Instagram,Instagram - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,1265,21,0,17.81,0.0
2025-12-13,Google Ads,Google Ads - Retargeting - No,Retargeting,North America,Mobile,1926,39,1,73.58,169.47
2025-06-29,Instagram,Instagram - Conversion - Eu,Conversion,Europe,Mobile,1061,13,0,12.35,0.0
2025-11-23,YouTube,YouTube - Retargeting - LA,Retargeting,LATAM,Desktop,905,4,0,1.84,0.0
2025-03-30,Instagram,Instagram - Brand Awareness - No,Brand Awareness,North America,Desktop,832,9,0,12.21,0.0
2025-01-26,Google Ads,Google Ads - Conversion - As,Conversion,Asia Pacific,Mobile,2121,63,1,110.28,156.79
2025-01-06,Email,Email - Conversion - LA,Conversion,LATAM,Mobile,1035,26,0,-0.14,0.0
2025-08-21,Google Ads,Google Ads - Brand Awareness - Eu,Brand Awareness,Europe,Mobile,1570,35,0,56.52,0.0
2025-12-17,Google Ads,Google Ads - Brand Awareness - No,Brand Awareness,North America,Desktop,804,17,0,31.3,0.0
2025-01-12,YouTube,YouTube - Conversion - As,Conversion,Asia Pacific,Mobile,1007,4,0,1.67,0.0
2025-07-19,Facebook,Facebook - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,1950,32,0,53.56,0.0
2025-03-12,Instagram,Instagram - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,982,12,0,14.28,0.0
2025-04-11,Google Ads,Google Ads - Brand Awareness - Eu,Brand Awareness,Europe,Mobile,1182,36,0,83.33,0.0
2025-09-16,Instagram,Instagram - Retargeting - As,Retargeting,Asia Pacific,Desktop,465,7,0,3.81,0.0
2025-01-05,Email,Email - Brand Awareness - As,Brand Awareness,Asia Pacific,Tablet,506,21,0,3.51,0.0
2025-08-26,Google Ads,Google Ads - Lead Generation - No,Lead Generation,North America,Mobile,626,14,0,19.96,0.0
2025-04-03,Instagram,Instagram - Lead Generation - LA,Lead Generation,LATAM,Tablet,1351,16,0,9.39,0.0
2025-10-05,LinkedIn,LinkedIn - Lead Generation - Eu,Lead Generation,Europe,Mobile,1100,11,0,51.43,0.0
2025-04-28,Google Ads,Google Ads - Conversion - No,Conversion,North America,Tablet,2219,64,0,148.08,0.0
2025-06-11,Facebook,Facebook - Brand Awareness - LA,Brand Awareness,LATAM,Desktop,1423,22,0,40.99,0.0
2025-04-20,Google Ads,Google Ads - Lead Generation - LA,Lead Generation,LATAM,Desktop,2605,66,1,85.98,148.8
2025-06-16,Instagram,Instagram - Conversion - No,Conversion,North America,Desktop,1459,22,0,12.95,0.0
2025-10-27,Google Ads,Google Ads - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,2490,85,1,85.5,167.04
2025-04-21,Facebook,Facebook - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,1762,22,0,32.31,0.0
2025-01-17,Google Ads,Google Ads - Conversion - No,Conversion,North America,Mobile,698,19,0,56.1,0.0
2025-11-19,Facebook,Facebook - Retargeting - LA,Retargeting,LATAM,Desktop,2554,33,2,31.05,306.59
2025-12-06,YouTube,YouTube - Conversion - As,Conversion,Asia Pacific,Mobile,916,4,0,2.42,0.0
2025-10-26,Instagram,Instagram - Conversion - Eu,Conversion,Europe,Desktop,1086,14,0,15.48,0.0
2025-11-16,Google Ads,Google Ads - Retargeting - Eu,Retargeting,Europe,Tablet,1792,34,1,75.22,107.61
2025-12-26,Instagram,Instagram - Lead Generation - Eu,Lead Generation,Europe,Desktop,1229,21,0,25.33,0.0
2025-03-07,Instagram,Instagram - Conversion - Eu,Conversion,Europe,Desktop,1028,13,0,25.31,0.0
2025-04-12,Google Ads,Google Ads - Brand Awareness - As,Brand Awareness,Asia Pacific,Tablet,1938,36,0,45.12,0.0
2025-07-03,LinkedIn,LinkedIn - Lead Generation - As,Lead Generation,Asia Pacific,Tablet,1137,12,0,52.24,0.0
2026-01-01,Facebook,Facebook - Conversion - LA,Conversion,LATAM,Tablet,2234,35,0,48.3,0.0
2025-08-24,LinkedIn,LinkedIn - Conversion - LA,Conversion,LATAM,Desktop,1727,14,0,64.26,0.0
2025-03-28,Instagram,Instagram - Brand Awareness - Eu,Brand Awareness,Europe,Tablet,924,14,0,20.37,0.0
2025-02-01,Google Ads,Google Ads - Brand Awareness - As,Brand Awareness,Asia Pacific,Tablet,1158,37,0,55.88,0.0
2025-03-04,LinkedIn,LinkedIn - Retargeting - As,Retargeting,Asia Pacific,Mobile,1504,12,0,58.7,0.0
2025-02-04,Email,Email - Lead Generation - As,Lead Generation,Asia Pacific,Tablet,472,15,0,8.78,0.0
2025-06-15,Email,Email - Brand Awareness - As,Brand Awareness,Asia Pacific,Tablet,-127,-4,0,-0.38,0.0
2025-05-05,Facebook,Facebook - Retargeting - No,Retargeting,North America,Mobile,1405,19,1,29.24,185.49
2025-06-30,LinkedIn,LinkedIn - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,1152,12,0,58.63,0.0
2025-07-18,Facebook,Facebook - Retargeting - As,Retargeting,Asia Pacific,Mobile,1250,16,1,26.86,132.69
2025-08-21,Facebook,Facebook - Conversion - As,Conversion,Asia Pacific,Mobile,2732,49,1,92.88,141.24
2025-07-05,Google Ads,Google Ads - Brand Awareness - Eu,Brand Awareness,Europe,Mobile,1791,48,0,73.1,0.0
2025-08-19,Facebook,Facebook - Lead Generation - No,Lead Generation,North America,Mobile,1534,22,0,29.05,0.0
2025-09-10,Facebook,Facebook - Conversion - No,Conversion,North America,Mobile,1801,33,0,66.89,0.0
2025-05-27,Instagram,Instagram - Conversion - Eu,Conversion,Europe,Mobile,943,11,0,8.27,0.0
2025-12-22,Facebook,Facebook - Retargeting - LA,Retargeting,LATAM,Desktop,1358,19,1,19.9,143.75
2025-07-19,Instagram,Instagram - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,1406,16,0,17.38,0.0
2025-05-27,Facebook,Facebook - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,3230,49,1,118.3,140.37
2025-07-25,LinkedIn,LinkedIn - Lead Generation - LA,Lead Generation,LATAM,Mobile,1014,8,0,28.3,0.0
2025-07-18,YouTube,YouTube - Lead Generation - LA,Lead Generation,LATAM,Desktop,1390,6,0,2.79,0.0
2025-01-24,Email,Email - Brand Awareness - No,Brand Awareness,North America,Mobile,747,14,0,-6.55,0.0
2025-12-13,Google Ads,Google Ads - Retargeting - No,Retargeting,North America,Desktop,1494,34,1,85.24,156.77
2025-10-02,YouTube,YouTube - Retargeting - No,Retargeting,North America,Mobile,520,3,0,2.88,0.0
2025-12-10,Email,Email - Conversion - No,Conversion,North America,Mobile,1501,64,1,-25.0,123.75
2025-01-25,LinkedIn,LinkedIn - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,1262,9,0,43.66,0.0
2025-03-17,YouTube,YouTube - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,836,2,0,2.24,0.0
2025-10-09,Google Ads,Google Ads - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,2493,55,0,121.91,0.0
2025-07-08,Email,Email - Brand Awareness - No,Brand Awareness,North America,Desktop,1249,41,0,9.26,0.0
2025-04-12,Google Ads,Google Ads - Lead Generation - LA,Lead Generation,LATAM,Desktop,2870,86,1,73.82,143.6
2025-09-26,Instagram,Instagram - Conversion - As,Conversion,Asia Pacific,Desktop,1190,15,0,17.07,0.0
2025-08-09,Facebook,Facebook - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,1423,26,0,38.11,0.0
2025-06-16,LinkedIn,LinkedIn - Lead Generation - LA,Lead Generation,LATAM,Mobile,656,6,0,26.88,0.0
2025-06-13,Facebook,Facebook - Lead Generation - No,Lead Generation,North America,Mobile,1858,30,0,36.05,0.0
2025-04-02,YouTube,YouTube - Brand Awareness - No,Brand Awareness,North America,Desktop,1316,6,0,2.86,0.0
2025-08-20,Facebook,Facebook - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,1139,19,0,6.94,0.0
2025-03-06,Facebook,Facebook - Conversion - LA,Conversion,LATAM,Tablet,2080,32,0,42.61,0.0
2025-10-16,Facebook,Facebook - Retargeting - As,Retargeting,Asia Pacific,Desktop,2387,38,1,64.87,157.53
2025-03-31,YouTube,YouTube - Lead Generation - No,Lead Generation,North America,Desktop,902,3,0,-0.32,0.0
2025-09-17,Facebook,Facebook - Retargeting - Eu,Retargeting,Europe,Tablet,1417,24,0,35.84,0.0
2025-08-18,Facebook,Facebook - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,2475,32,0,74.54,0.0
